sr_no,state,constituency,mp_name,work,completion_date,work_status
916,Madhya Pradesh,Constituency_383,MP_Name_383,MP/800/2023-2024/3140 - Construction of Electricity facility,10-01-2021,Completed
917,Madhya Pradesh,Constituency_327,MP_Name_327,MP/359/2021-2022/2841 - Construction of Electricity facility,17-12-2021,Completed
918,Gujarat,Constituency_329,MP_Name_329,GJ/971/2021-2022/2854 - Construction of Sanitation facility,06-09-2022,Completed
919,Madhya Pradesh,Constituency_335,MP_Name_335,MP/664/2022-2023/2883 - Construction of Health facility,15-01-2021,Completed
920,West Bengal,Constituency_510,MP_Name_510,WB/197/2022-2023/3837 - Construction of Roads facility,01-03-2023,Completed
921,Delhi,Constituency_251,MP_Name_251,DL/978/2022-2023/2428 - Construction of Drinking Water facility,02-08-2024,Completed
922,Karnataka,Constituency_368,MP_Name_368,KA/151/2021-2022/3043 - Construction of Electricity facility,29-11-2021,Completed
923,Tamil Nadu,Constituency_169,MP_Name_169,TN/297/2023-2024/1950 - Construction of Roads facility,25-11-2024,Completed
924,Madhya Pradesh,Constituency_21,MP_Name_21,MP/666/2021-2022/1113 - Construction of Electricity facility,14-06-2023,Completed
925,Bihar,Constituency_439,MP_Name_439,BR/118/2022-2023/3448 - Construction of Drinking Water facility,09-05-2021,Completed
926,Maharashtra,Constituency_128,MP_Name_128,MH/402/2022-2023/1709 - Construction of Education facility,20-05-2021,Completed
927,Tamil Nadu,Constituency_29,MP_Name_29,TN/856/2021-2022/1157 - Construction of Drinking Water facility,04-05-2021,Completed
928,Gujarat,Constituency_500,MP_Name_500,GJ/871/2023-2024/3779 - Construction of Drinking Water facility,07-01-2023,Completed
929,Rajasthan,Constituency_438,MP_Name_438,RJ/608/2021-2022/3438 - Construction of Education facility,07-05-2023,Completed
930,Tamil Nadu,Constituency_304,MP_Name_304,TN/538/2021-2022/2706 - Construction of Drinking Water facility,10-09-2021,Completed
931,Karnataka,Constituency_538,MP_Name_538,KA/166/2021-2022/3998 - Construction of Education facility,30-08-2023,Completed
932,Tamil Nadu,Constituency_393,MP_Name_393,TN/261/2022-2023/3202 - Construction of Roads facility,21-02-2022,Completed
933,Karnataka,Constituency_176,MP_Name_176,KA/249/2022-2023/1987 - Construction of Sanitation facility,17-02-2023,Completed
934,Madhya Pradesh,Constituency_307,MP_Name_307,MP/516/2021-2022/2717 - Construction of Electricity facility,23-01-2022,Completed
935,Tamil Nadu,Constituency_56,MP_Name_56,TN/830/2021-2022/1315 - Construction of Health facility,05-01-2023,Completed
936,Maharashtra,Constituency_239,MP_Name_239,MH/336/2023-2024/2364 - Construction of Roads facility,04-09-2024,Completed
937,Tamil Nadu,Constituency_304,MP_Name_304,TN/179/2021-2022/2707 - Construction of Electricity facility,02-05-2023,Completed
938,Madhya Pradesh,Constituency_335,MP_Name_335,MP/518/2023-2024/2882 - Construction of Electricity facility,01-04-2023,Completed
939,Rajasthan,Constituency_66,MP_Name_66,RJ/745/2021-2022/1370 - Construction of Education facility,12-11-2021,Completed
940,Gujarat,Constituency_387,MP_Name_387,GJ/486/2021-2022/3162 - Construction of Roads facility,31-12-2022,Completed
941,Gujarat,Constituency_85,MP_Name_85,GJ/750/2022-2023/1469 - Construction of Electricity facility,07-08-2022,Completed
942,Delhi,Constituency_216,MP_Name_216,DL/660/2023-2024/2242 - Construction of Drinking Water facility,26-03-2021,Completed
943,Madhya Pradesh,Constituency_527,MP_Name_527,MP/338/2021-2022/3928 - Construction of Education facility,10-09-2021,Completed
944,Tamil Nadu,Constituency_242,MP_Name_242,TN/879/2023-2024/2382 - Construction of Roads facility,11-05-2022,Completed
945,Madhya Pradesh,Constituency_50,MP_Name_50,MP/378/2023-2024/1272 - Construction of Roads facility,03-01-2023,Completed
946,Karnataka,Constituency_106,MP_Name_106,KA/551/2023-2024/1587 - Construction of Health facility,17-10-2022,Completed
947,Bihar,Constituency_103,MP_Name_103,BR/610/2022-2023/1574 - Construction of Roads facility,03-09-2023,Completed
948,Maharashtra,Constituency_181,MP_Name_181,MH/869/2022-2023/2015 - Construction of Health facility,27-01-2021,Completed
949,Karnataka,Constituency_81,MP_Name_81,KA/911/2021-2022/1452 - Construction of Health facility,11-02-2021,Completed
950,Rajasthan,Constituency_247,MP_Name_247,RJ/921/2022-2023/2412 - Construction of Education facility,15-08-2024,Completed
951,West Bengal,Constituency_437,MP_Name_437,WB/676/2021-2022/3436 - Construction of Sanitation facility,14-02-2022,Completed
952,Rajasthan,Constituency_104,MP_Name_104,RJ/530/2023-2024/1580 - Construction of Electricity facility,06-01-2022,Completed
953,Madhya Pradesh,Constituency_471,MP_Name_471,MP/379/2023-2024/3619 - Construction of Drinking Water facility,04-06-2021,Completed
954,Maharashtra,Constituency_82,MP_Name_82,MH/683/2022-2023/1457 - Construction of Sanitation facility,01-01-2021,Completed
955,Madhya Pradesh,Constituency_337,MP_Name_337,MP/525/2021-2022/2894 - Construction of Sanitation facility,19-07-2023,Completed
956,Bihar,Constituency_356,MP_Name_356,BR/571/2023-2024/2987 - Construction of Sanitation facility,13-08-2021,Completed
957,Madhya Pradesh,Constituency_359,MP_Name_359,MP/500/2021-2022/2996 - Construction of Health facility,20-06-2021,Completed
958,Madhya Pradesh,Constituency_253,MP_Name_253,MP/940/2021-2022/2438 - Construction of Roads facility,29-11-2021,Completed
959,Tamil Nadu,Constituency_304,MP_Name_304,TN/523/2021-2022/2704 - Construction of Drinking Water facility,10-03-2021,Completed
960,Gujarat,Constituency_22,MP_Name_22,GJ/230/2022-2023/1118 - Construction of Electricity facility,23-05-2023,Completed
961,Karnataka,Constituency_511,MP_Name_511,KA/931/2023-2024/3841 - Construction of Health facility,07-04-2024,Completed
962,Rajasthan,Constituency_74,MP_Name_74,RJ/334/2021-2022/1418 - Construction of Health facility,22-07-2021,Completed
963,Delhi,Constituency_496,MP_Name_496,DL/807/2022-2023/3758 - Construction of Drinking Water facility,30-09-2024,Completed
964,Tamil Nadu,Constituency_182,MP_Name_182,TN/241/2022-2023/2023 - Construction of Sanitation facility,20-02-2022,Completed
965,Uttar Pradesh,Constituency_183,MP_Name_183,UP/881/2021-2022/2029 - Construction of Education facility,04-09-2022,Completed
966,Rajasthan,Constituency_91,MP_Name_91,RJ/464/2022-2023/1501 - Construction of Electricity facility,14-12-2023,Completed
967,Tamil Nadu,Constituency_151,MP_Name_151,TN/827/2021-2022/1837 - Construction of Education facility,15-03-2021,Completed
968,West Bengal,Constituency_113,MP_Name_113,WB/520/2022-2023/1629 - Construction of Electricity facility,28-07-2021,Completed
969,Delhi,Constituency_184,MP_Name_184,DL/539/2021-2022/2037 - Construction of Health facility,27-04-2024,Completed
970,Rajasthan,Constituency_446,MP_Name_446,RJ/988/2022-2023/3483 - Construction of Health facility,28-09-2022,Completed
971,Delhi,Constituency_62,MP_Name_62,DL/290/2021-2022/1346 - Construction of Drinking Water facility,19-05-2023,Completed
972,West Bengal,Constituency_18,MP_Name_18,WB/793/2023-2024/1094 - Construction of Education facility,21-01-2024,Completed
973,Bihar,Constituency_219,MP_Name_219,BR/439/2023-2024/2257 - Construction of Drinking Water facility,22-02-2021,Completed
974,Rajasthan,Constituency_518,MP_Name_518,RJ/588/2021-2022/3876 - Construction of Roads facility,17-07-2022,Completed
975,Karnataka,Constituency_342,MP_Name_342,KA/279/2021-2022/2922 - Construction of Health facility,11-03-2021,Completed
976,Madhya Pradesh,Constituency_204,MP_Name_204,MP/539/2023-2024/2164 - Construction of Roads facility,16-03-2021,Completed
977,Maharashtra,Constituency_460,MP_Name_460,MH/213/2021-2022/3550 - Construction of Electricity facility,12-06-2022,Completed
978,Uttar Pradesh,Constituency_170,MP_Name_170,UP/911/2023-2024/1953 - Construction of Roads facility,12-08-2024,Completed
979,Gujarat,Constituency_84,MP_Name_84,GJ/567/2021-2022/1468 - Construction of Drinking Water facility,25-03-2021,Completed
980,Uttar Pradesh,Constituency_171,MP_Name_171,UP/516/2023-2024/1956 - Construction of Electricity facility,25-03-2021,Completed
981,Uttar Pradesh,Constituency_338,MP_Name_338,UP/818/2022-2023/2903 - Construction of Drinking Water facility,28-04-2021,Completed
982,Bihar,Constituency_254,MP_Name_254,BR/458/2021-2022/2447 - Construction of Electricity facility,22-12-2021,Completed
983,Maharashtra,Constituency_102,MP_Name_102,MH/965/2022-2023/1567 - Construction of Drinking Water facility,24-02-2024,Completed
984,Madhya Pradesh,Constituency_243,MP_Name_243,MP/563/2022-2023/2390 - Construction of Sanitation facility,20-06-2024,Completed
985,Delhi,Constituency_138,MP_Name_138,DL/125/2023-2024/1757 - Construction of Education facility,17-09-2024,Completed
986,Delhi,Constituency_433,MP_Name_433,DL/421/2022-2023/3413 - Construction of Electricity facility,07-10-2021,Completed
987,West Bengal,Constituency_520,MP_Name_520,WB/342/2021-2022/3888 - Construction of Drinking Water facility,17-04-2022,Completed
988,Madhya Pradesh,Constituency_11,MP_Name_11,MP/461/2022-2023/1061 - Construction of Roads facility,24-01-2024,Completed
989,Maharashtra,Constituency_349,MP_Name_349,MH/558/2023-2024/2955 - Construction of Education facility,21-12-2021,Completed
990,Maharashtra,Constituency_40,MP_Name_40,MH/587/2021-2022/1212 - Construction of Roads facility,08-03-2023,Completed
991,Madhya Pradesh,Constituency_470,MP_Name_470,MP/627/2022-2023/3612 - Construction of Electricity facility,23-03-2024,Completed
992,Tamil Nadu,Constituency_295,MP_Name_295,TN/363/2023-2024/2665 - Construction of Drinking Water facility,14-04-2023,Completed
993,Uttar Pradesh,Constituency_115,MP_Name_115,UP/893/2023-2024/1639 - Construction of Roads facility,08-10-2024,Completed
994,Rajasthan,Constituency_234,MP_Name_234,RJ/413/2021-2022/2337 - Construction of Drinking Water facility,01-04-2022,Completed
995,West Bengal,Constituency_512,MP_Name_512,WB/783/2022-2023/3845 - Construction of Electricity facility,21-02-2023,Completed
996,Delhi,Constituency_412,MP_Name_412,DL/455/2023-2024/3295 - Construction of Sanitation facility,23-08-2023,Completed
997,Karnataka,Constituency_53,MP_Name_53,KA/154/2021-2022/1290 - Construction of Health facility,08-06-2021,Completed
998,Maharashtra,Constituency_58,MP_Name_58,MH/995/2022-2023/1323 - Construction of Health facility,08-09-2023,Completed
999,Madhya Pradesh,Constituency_381,MP_Name_381,MP/238/2021-2022/3124 - Construction of Sanitation facility,11-05-2022,Completed
1000,Madhya Pradesh,Constituency_157,MP_Name_157,MP/190/2022-2023/1873 - Construction of Drinking Water facility,11-04-2021,Completed
1001,Madhya Pradesh,Constituency_1,MP_Name_1,MP/913/2021-2022/1002 - Construction of Roads facility,03-10-2021,Completed
1002,Delhi,Constituency_238,MP_Name_238,DL/772/2022-2023/2362 - Construction of Sanitation facility,06-09-2022,Completed
1003,Uttar Pradesh,Constituency_93,MP_Name_93,UP/975/2021-2022/1515 - Construction of Roads facility,31-07-2023,Completed
1004,Rajasthan,Constituency_175,MP_Name_175,RJ/988/2023-2024/1981 - Construction of Sanitation facility,30-11-2021,Completed
1005,West Bengal,Constituency_365,MP_Name_365,WB/413/2021-2022/3027 - Construction of Education facility,29-09-2022,Completed
1006,Tamil Nadu,Constituency_393,MP_Name_393,TN/350/2023-2024/3198 - Construction of Health facility,27-05-2023,Completed
1007,Maharashtra,Constituency_513,MP_Name_513,MH/889/2021-2022/3851 - Construction of Education facility,25-07-2021,Completed
1008,Rajasthan,Constituency_402,MP_Name_402,RJ/513/2022-2023/3247 - Construction of Roads facility,01-02-2024,Completed
1009,Bihar,Constituency_214,MP_Name_214,BR/601/2023-2024/2225 - Construction of Roads facility,24-03-2023,Completed
1010,Gujarat,Constituency_387,MP_Name_387,GJ/867/2022-2023/3165 - Construction of Sanitation facility,14-08-2021,Completed
