state,constituency,mp_name,work_title,completion_date,work_status,house,source_file,election_type
Gujarat,Constituency_173,MP_Name_173,GJ/685/2023-2024/1967 - Construction of Education facility,2022-02-25,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_449,MP_Name_449,TN/146/2021-2022/3496 - Construction of Education facility,2023-11-04,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_454,MP_Name_454,KA/317/2022-2023/3521 - Construction of Drinking Water facility,2024-10-07,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_147,MP_Name_147,UP/670/2022-2023/1810 - Construction of Drinking Water facility,2021-06-25,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_163,MP_Name_163,GJ/790/2023-2024/1907 - Construction of Drinking Water facility,2021-08-25,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_391,MP_Name_391,KA/866/2021-2022/3189 - Construction of Education facility,2021-07-08,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_537,MP_Name_537,TN/460/2021-2022/3991 - Construction of Roads facility,2021-10-26,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_143,MP_Name_143,DL/606/2023-2024/1792 - Construction of Electricity facility,2022-01-28,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_205,MP_Name_205,TN/843/2021-2022/2169 - Construction of Electricity facility,2022-10-10,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_305,MP_Name_305,MH/325/2021-2022/2711 - Construction of Health facility,2021-05-30,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_118,MP_Name_118,DL/604/2023-2024/1654 - Construction of Sanitation facility,2024-05-25,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_331,MP_Name_331,KA/647/2022-2023/2862 - Construction of Electricity facility,2023-01-10,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_400,MP_Name_400,TN/600/2023-2024/3231 - Construction of Roads facility,2024-04-26,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_168,MP_Name_168,RJ/255/2023-2024/1943 - Construction of Drinking Water facility,2021-09-28,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_292,MP_Name_292,MP/334/2022-2023/2654 - Construction of Roads facility,2021-04-24,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_170,MP_Name_170,UP/369/2023-2024/1952 - Construction of Electricity facility,2022-09-03,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_15,MP_Name_15,WB/959/2021-2022/1075 - Construction of Sanitation facility,2023-11-23,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_189,MP_Name_189,WB/813/2023-2024/2067 - Construction of Roads facility,2024-04-13,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_223,MP_Name_223,UP/910/2021-2022/2280 - Construction of Education facility,2024-07-04,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_405,MP_Name_405,UP/847/2021-2022/3263 - Construction of Roads facility,2021-10-20,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_158,MP_Name_158,MH/575/2023-2024/1883 - Construction of Drinking Water facility,2021-06-23,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_184,MP_Name_184,DL/556/2022-2023/2035 - Construction of Sanitation facility,2021-01-02,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_121,MP_Name_121,KA/391/2022-2023/1671 - Construction of Education facility,2024-07-21,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_217,MP_Name_217,GJ/229/2022-2023/2247 - Construction of Education facility,2023-09-02,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_421,MP_Name_421,DL/771/2023-2024/3341 - Construction of Education facility,2022-12-02,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_510,MP_Name_510,WB/167/2022-2023/3836 - Construction of Roads facility,2023-04-11,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_272,MP_Name_272,MP/376/2023-2024/2536 - Construction of Roads facility,2023-01-09,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_519,MP_Name_519,KA/553/2022-2023/3886 - Construction of Health facility,2024-09-24,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_207,MP_Name_207,BR/535/2021-2022/2180 - Construction of Education facility,2024-10-04,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_318,MP_Name_318,MP/414/2023-2024/2784 - Construction of Drinking Water facility,2021-05-05,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_25,MP_Name_25,GJ/169/2023-2024/1133 - Construction of Electricity facility,2022-07-14,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_176,MP_Name_176,KA/696/2022-2023/1986 - Construction of Education facility,2023-11-30,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_300,MP_Name_300,TN/306/2021-2022/2687 - Construction of Drinking Water facility,2021-02-17,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_314,MP_Name_314,RJ/348/2022-2023/2765 - Construction of Electricity facility,2023-06-14,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_440,MP_Name_440,TN/774/2021-2022/3455 - Construction of Roads facility,2023-07-26,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_277,MP_Name_277,MP/843/2022-2023/2566 - Construction of Drinking Water facility,2021-08-17,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_232,MP_Name_232,DL/739/2021-2022/2325 - Construction of Sanitation facility,2023-09-06,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_415,MP_Name_415,KA/603/2023-2024/3308 - Construction of Electricity facility,2024-04-02,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_137,MP_Name_137,KA/374/2023-2024/1753 - Construction of Sanitation facility,2021-07-21,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_113,MP_Name_113,WB/117/2023-2024/1625 - Construction of Sanitation facility,2023-11-10,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_107,MP_Name_107,BR/889/2023-2024/1594 - Construction of Drinking Water facility,2023-06-29,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_281,MP_Name_281,WB/489/2023-2024/2580 - Construction of Health facility,2024-04-30,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_514,MP_Name_514,MP/106/2023-2024/3856 - Construction of Electricity facility,2024-09-06,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_522,MP_Name_522,DL/761/2023-2024/3903 - Construction of Sanitation facility,2023-06-10,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_529,MP_Name_529,MH/570/2023-2024/3944 - Construction of Electricity facility,2024-07-22,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_146,MP_Name_146,WB/253/2021-2022/1804 - Construction of Roads facility,2022-09-05,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_167,MP_Name_167,UP/216/2021-2022/1936 - Construction of Roads facility,2024-06-04,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_252,MP_Name_252,WB/728/2022-2023/2432 - Construction of Electricity facility,2023-06-14,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_150,MP_Name_150,WB/401/2022-2023/1826 - Construction of Roads facility,2023-03-12,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_355,MP_Name_355,UP/571/2022-2023/2981 - Construction of Drinking Water facility,2023-09-24,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_276,MP_Name_276,KA/377/2022-2023/2559 - Construction of Electricity facility,2021-03-19,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_239,MP_Name_239,MH/888/2021-2022/2365 - Construction of Health facility,2022-05-11,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_64,MP_Name_64,DL/676/2021-2022/1354 - Construction of Sanitation facility,2021-09-30,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_485,MP_Name_485,DL/444/2023-2024/3690 - Construction of Health facility,2023-11-20,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_55,MP_Name_55,MP/928/2022-2023/1308 - Construction of Electricity facility,2024-08-07,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_79,MP_Name_79,DL/725/2022-2023/1439 - Construction of Drinking Water facility,2023-01-19,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_381,MP_Name_381,MP/380/2021-2022/3120 - Construction of Roads facility,2023-06-02,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_44,MP_Name_44,WB/854/2023-2024/1244 - Construction of Drinking Water facility,2023-10-30,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_62,MP_Name_62,DL/283/2021-2022/1342 - Construction of Drinking Water facility,2024-05-26,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_428,MP_Name_428,GJ/675/2022-2023/3379 - Construction of Roads facility,2024-11-26,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_36,MP_Name_36,WB/853/2022-2023/1193 - Construction of Drinking Water facility,2024-08-01,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_130,MP_Name_130,KA/313/2022-2023/1719 - Construction of Sanitation facility,2022-05-04,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_482,MP_Name_482,MH/265/2022-2023/3675 - Construction of Electricity facility,2024-02-17,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_469,MP_Name_469,GJ/705/2021-2022/3608 - Construction of Sanitation facility,2023-04-02,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_457,MP_Name_457,TN/855/2021-2022/3535 - Construction of Sanitation facility,2022-08-25,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_196,MP_Name_196,WB/390/2022-2023/2109 - Construction of Sanitation facility,2024-06-07,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_31,MP_Name_31,DL/699/2022-2023/1166 - Construction of Education facility,2022-07-21,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_284,MP_Name_284,TN/194/2023-2024/2598 - Construction of Drinking Water facility,2024-06-28,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_114,MP_Name_114,MH/597/2022-2023/1636 - Construction of Education facility,2024-10-15,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_391,MP_Name_391,KA/510/2022-2023/3186 - Construction of Drinking Water facility,2022-01-26,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_48,MP_Name_48,RJ/704/2023-2024/1262 - Construction of Roads facility,2024-06-17,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_367,MP_Name_367,TN/405/2021-2022/3036 - Construction of Health facility,2024-07-17,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_379,MP_Name_379,GJ/470/2021-2022/3103 - Construction of Sanitation facility,2022-04-28,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_506,MP_Name_506,TN/391/2021-2022/3812 - Construction of Roads facility,2024-10-10,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_200,MP_Name_200,RJ/443/2023-2024/2137 - Construction of Roads facility,2023-09-17,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_243,MP_Name_243,MP/768/2023-2024/2385 - Construction of Health facility,2023-05-12,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_226,MP_Name_226,GJ/447/2022-2023/2295 - Construction of Electricity facility,2021-02-23,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_126,MP_Name_126,UP/708/2023-2024/1697 - Construction of Drinking Water facility,2024-04-07,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_313,MP_Name_313,WB/750/2023-2024/2753 - Construction of Health facility,2023-09-14,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_509,MP_Name_509,KA/447/2023-2024/3832 - Construction of Roads facility,2024-08-04,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_533,MP_Name_533,MH/222/2023-2024/3967 - Construction of Health facility,2022-03-05,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_30,MP_Name_30,MH/380/2023-2024/1164 - Construction of Sanitation facility,2021-01-21,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_461,MP_Name_461,MH/937/2022-2023/3562 - Construction of Roads facility,2022-10-15,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_188,MP_Name_188,TN/140/2021-2022/2064 - Construction of Roads facility,2021-04-28,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_359,MP_Name_359,MP/202/2023-2024/2997 - Construction of Education facility,2023-07-06,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_519,MP_Name_519,KA/560/2023-2024/3882 - Construction of Roads facility,2021-11-01,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_276,MP_Name_276,KA/761/2021-2022/2555 - Construction of Sanitation facility,2021-07-09,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_417,MP_Name_417,MH/713/2023-2024/3322 - Construction of Electricity facility,2021-10-27,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_343,MP_Name_343,UP/256/2023-2024/2925 - Construction of Electricity facility,2021-05-20,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_21,MP_Name_21,MP/564/2023-2024/1110 - Construction of Roads facility,2024-01-18,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_417,MP_Name_417,MH/669/2021-2022/3323 - Construction of Drinking Water facility,2024-06-27,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_238,MP_Name_238,DL/416/2021-2022/2357 - Construction of Drinking Water facility,2024-01-17,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_132,MP_Name_132,KA/922/2021-2022/1734 - Construction of Sanitation facility,2022-10-25,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_525,MP_Name_525,BR/668/2022-2023/3917 - Construction of Roads facility,2024-01-16,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_214,MP_Name_214,BR/525/2021-2022/2224 - Construction of Education facility,2024-09-08,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_358,MP_Name_358,GJ/865/2022-2023/2994 - Construction of Sanitation facility,2023-07-06,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_264,MP_Name_264,GJ/544/2021-2022/2496 - Construction of Drinking Water facility,2024-07-30,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_400,MP_Name_400,TN/378/2021-2022/3235 - Construction of Drinking Water facility,2021-03-30,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_448,MP_Name_448,BR/745/2021-2022/3494 - Construction of Sanitation facility,2023-03-10,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_88,MP_Name_88,MP/654/2022-2023/1487 - Construction of Health facility,2023-12-16,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_60,MP_Name_60,KA/693/2023-2024/1333 - Construction of Sanitation facility,2022-03-16,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_345,MP_Name_345,TN/188/2021-2022/2939 - Construction of Education facility,2024-12-27,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_374,MP_Name_374,WB/185/2023-2024/3083 - Construction of Education facility,2023-07-16,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_534,MP_Name_534,BR/176/2023-2024/3972 - Construction of Sanitation facility,2022-03-27,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_180,MP_Name_180,WB/765/2021-2022/2010 - Construction of Health facility,2022-06-01,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_201,MP_Name_201,KA/871/2023-2024/2145 - Construction of Roads facility,2022-12-22,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_193,MP_Name_193,UP/719/2023-2024/2091 - Construction of Electricity facility,2022-08-30,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_288,MP_Name_288,MH/584/2022-2023/2628 - Construction of Electricity facility,2021-10-24,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_471,MP_Name_471,MP/976/2021-2022/3622 - Construction of Sanitation facility,2022-04-22,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_87,MP_Name_87,WB/878/2023-2024/1481 - Construction of Health facility,2022-05-27,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_449,MP_Name_449,TN/558/2023-2024/3498 - Construction of Electricity facility,2024-07-24,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_107,MP_Name_107,BR/194/2021-2022/1599 - Construction of Roads facility,2022-12-22,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_513,MP_Name_513,MH/652/2022-2023/3850 - Construction of Education facility,2022-02-13,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_497,MP_Name_497,GJ/652/2022-2023/3763 - Construction of Drinking Water facility,2021-06-23,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_210,MP_Name_210,TN/957/2023-2024/2199 - Construction of Roads facility,2022-06-25,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_411,MP_Name_411,UP/543/2023-2024/3293 - Construction of Electricity facility,2021-07-10,Completed,Lok Sabha,Works Completed_2024.csv,
