project_id,work_title,work_category,state,district,constituency,mp_name,house,recommended_date,sanction_date,sanction_amount,work_status,total_expenditure,transaction_count,primary_vendor,is_completed,completion_date,project_name,delay_days,delay_days_filled,completion_duration_days,utilisation_percentage,expenditure_to_sanction_ratio,log_sanction_amount,log_expenditure,peer_median_sanction,peer_mean_sanction,peer_p90_sanction,peer_median_delay,peer_p90_delay,peer_median_util,peer_project_count,peer_sanction_percentile,peer_dev_ratio,anomaly_pred,anomaly_score,anomaly_flag,risk_level,priority_score,priority_rank,primary_reason,primary_type,anomaly_reasons_json
GJ/152/2021-2022/3753,GJ/152/2021-2022/3753 - Construction of Health facility,Sanitation,Gujarat,District_A,Constituency_495,MP_Name_495,Lok Sabha,,2023-08-19,401416,Sanctioned,371402.0,2,Rural Works Dept,0,,2022/3753 - Construction of Health facility,,,,92.52,0.9252,5.603595760901479,5.569845407422565,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,1.3,0.14916862138866369,-1,-0.0083,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0083""}]"
GJ/790/2023-2024/3794,GJ/790/2023-2024/3794 - Construction of Electricity facility,Drinking Water,Gujarat,District_D,Constituency_502,MP_Name_502,Lok Sabha,,2022-01-26,434786,Sanctioned,1347853.0,4,XYZ Builders,0,,2024/3794 - Construction of Electricity facility,,,,310.0,3.1,5.638276550334523,6.129642851822174,1242857.0,1177384.8933333333,1760167.0,,,52.49,75,1.3,0.13027838640237394,-1,-0.0897,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 210.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 210.0%."", ""evidence"": ""Disbursed \u20b91,347,853 against Sanction \u20b9434,786""}]"
GJ/760/2023-2024/3822,GJ/760/2023-2024/3822 - Construction of Drinking Water facility,Sanitation,Gujarat,District_C,Constituency_507,MP_Name_507,Lok Sabha,,2022-03-31,531756,Sanctioned,1193478.0,4,State PWD,0,,2024/3822 - Construction of Drinking Water facility,,,,224.44,2.2444,5.725713215624816,6.076814781730409,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,17.9,0.18834061852554732,-1,-0.008,True,LOW,36,144,Cumulative expenditure exceeds original sanctioned allocation by 124.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 124.4%."", ""evidence"": ""Disbursed \u20b91,193,478 against Sanction \u20b9531,756""}]"
WB/145/2023-2024/3849,WB/145/2023-2024/3849 - Construction of Electricity facility,Health,West Bengal,District_C,Constituency_512,MP_Name_512,Lok Sabha,,2023-05-12,403939,Sanctioned,227166.0,1,XYZ Builders,0,,2024/3849 - Construction of Electricity facility,,,,56.24,0.5624,5.606316861140107,5.356345242713192,1105582.0,1130127.4382022473,1756545.4,,,58.46,89,1.1,0.13524819984315956,-1,-0.0369,True,HIGH,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0369""}]"
MP/278/2023-2024/3908,MP/278/2023-2024/3908 - Construction of Health facility,Electricity,Madhya Pradesh,District_A,Constituency_523,MP_Name_523,Lok Sabha,,2024-01-30,400101,Sanctioned,367660.0,2,XYZ Builders,0,,2024/3908 - Construction of Health facility,,,,91.89,0.9189,5.602170722303248,5.565447564100321,1008066.0,1094618.961038961,1732363.0000000002,,,50.24,77,1.3,0.14516519540488154,-1,-0.0159,True,MEDIUM,29,171,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0159""}]"
MH/445/2022-2023/3946,MH/445/2022-2023/3946 - Construction of Drinking Water facility,Health,Maharashtra,District_B,Constituency_529,MP_Name_529,Lok Sabha,,2022-10-14,407129,Sanctioned,1224999.0,4,State PWD,0,,2023/3946 - Construction of Drinking Water facility,,,,300.89,3.0089,5.609733105215117,6.088136088700551,1107496.0,1095947.4057971016,1678930.0000000002,,,58.35,69,1.4,0.13596295456338073,-1,-0.0899,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 200.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 200.9%."", ""evidence"": ""Disbursed \u20b91,224,999 against Sanction \u20b9407,129""}]"
KA/228/2023-2024/3958,KA/228/2023-2024/3958 - Construction of Sanitation facility,Roads,Karnataka,District_B,Constituency_531,MP_Name_531,Lok Sabha,,2023-04-29,445193,Sanctioned,1534590.0,4,Shree Constructions,0,,2024/3958 - Construction of Sanitation facility,,,,344.7,3.447,5.648549302597867,6.185992646841516,1109108.0,1150782.177777778,1788291.5,,,57.545,90,4.4,0.14656128854980163,-1,-0.0849,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 244.7%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 244.7%."", ""evidence"": ""Disbursed \u20b91,534,590 against Sanction \u20b9445,193""}]"
MH/980/2021-2022/3968,MH/980/2021-2022/3968 - Construction of Electricity facility,Electricity,Maharashtra,District_A,Constituency_533,MP_Name_533,Lok Sabha,,2023-01-29,597843,Sanctioned,1535518.0,4,Rural Works Dept,0,,2022/3968 - Construction of Electricity facility,,,,256.84,2.5684,5.776587874995664,6.186255194627414,996999.0,1081489.2647058824,1706890.8000000003,,,75.50999999999999,68,19.1,0.20402294153130812,-1,-0.0393,True,HIGH,58,40,Cumulative expenditure exceeds original sanctioned allocation by 156.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 156.8%."", ""evidence"": ""Disbursed \u20b91,535,518 against Sanction \u20b9597,843""}]"
BR/737/2022-2023/3973,BR/737/2022-2023/3973 - Construction of Health facility,Drinking Water,Bihar,District_C,Constituency_534,MP_Name_534,Lok Sabha,,2022-10-31,429581,Sanctioned,611069.0,2,State PWD,0,,2023/3973 - Construction of Health facility,,,,142.25,1.4225,5.633046075614104,5.786090962897912,1198118.0,1118497.014925373,1647079.6,,,70.24,67,4.5,0.13307450380230906,-1,-0.002,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 42.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 42.2%."", ""evidence"": ""Disbursed \u20b9611,069 against Sanction \u20b9429,581""}]"
KA/452/2022-2023/3997,KA/452/2022-2023/3997 - Construction of Roads facility,Electricity,Karnataka,District_E,Constituency_538,MP_Name_538,Lok Sabha,,2024-03-11,473324,Sanctioned,74506.0,1,Global Infra Ltd,0,,2023/3997 - Construction of Roads facility,,,,15.74,0.1574,5.675159443566476,4.872197077024274,1031183.0,1080220.3195876288,1676158.2000000002,,,62.2,97,4.1,0.16405846805657887,-1,-0.0097,True,LOW,39,142,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0097""}]"
MH/170/2023-2024/4027,MH/170/2023-2024/4027 - Construction of Roads facility,Drinking Water,Maharashtra,District_C,Constituency_543,MP_Name_543,Lok Sabha,,2021-01-15,575910,Sanctioned,1442782.0,4,XYZ Builders,0,,2024/4027 - Construction of Roads facility,,,,250.52,2.5052,5.760355373709065,6.1592010164785345,1135171.0,1137811.1066666667,1748959.2000000002,,,56.57,75,8.0,0.17820928112334983,-1,-0.0149,True,MEDIUM,46,92,Cumulative expenditure exceeds original sanctioned allocation by 150.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 150.5%."", ""evidence"": ""Disbursed \u20b91,442,782 against Sanction \u20b9575,910""}]"
MP/270/2022-2023/50076,MP/270/2022-2023/50076 - Construction of Drinking Water facility,Education,Madhya Pradesh,District_D,Constituency_14,MP_Name_14,Rajya Sabha,,2023-12-17,480181,Sanctioned,1478547.0,4,XYZ Builders,0,,2023/50076 - Construction of Drinking Water facility,,,,307.91,3.0791,5.6814058761558455,6.169835428149759,1115922.0,1089152.1549295774,1595516.0,,,63.62,71,7.0,0.1554270742617052,-1,-0.0729,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 207.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 207.9%."", ""evidence"": ""Disbursed \u20b91,478,547 against Sanction \u20b9480,181""}]"
RJ/527/2022-2023/50106,RJ/527/2022-2023/50106 - Construction of Drinking Water facility,Sanitation,Rajasthan,District_C,Constituency_20,MP_Name_20,Rajya Sabha,,2021-07-28,1854169,Sanctioned,1275829.0,4,XYZ Builders,0,,2023/50106 - Construction of Drinking Water facility,,,,68.81,0.6881,6.268149550022748,6.105792809980358,1001771.0,1060422.2727272727,1736654.6,,,69.19,55,98.2,0.4549806239136528,-1,-0.0136,True,MEDIUM,43,122,Sanction amount is higher than 98.2% of comparable Sanitation projects in Rajasthan.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""HIGH"", ""message"": ""Sanction amount is higher than 98.2% of comparable Sanitation projects in Rajasthan."", ""evidence"": ""Project: \u20b91,854,169 | Peer Group Median: \u20b91,001,771""}]"
GJ/117/2022-2023/50120,GJ/117/2022-2023/50120 - Construction of Electricity facility,Education,Gujarat,District_B,Constituency_22,MP_Name_22,Rajya Sabha,,2024-03-30,428219,Sanctioned,1151679.0,3,XYZ Builders,0,,2023/50120 - Construction of Electricity facility,,,,268.95,2.6895,5.631666947140572,6.061331824972817,1148461.0,1111989.7101449275,1672431.4,,,58.21,69,5.8,0.13762730688607655,-1,-0.0587,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 168.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 168.9%."", ""evidence"": ""Disbursed \u20b91,151,679 against Sanction \u20b9428,219""}]"
DL/570/2021-2022/50124,DL/570/2021-2022/50124 - Construction of Drinking Water facility,Education,Delhi,District_A,Constituency_23,MP_Name_23,Rajya Sabha,,2024-10-07,424768,Sanctioned,894111.0,3,National Infra Corp,0,,2022/50124 - Construction of Drinking Water facility,,,,210.49,2.1049,5.62815281405222,5.951391923645319,1154756.0,1129067.0,1764852.2,,,70.47,63,4.8,0.1360360016811341,-1,-0.0104,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 110.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 110.5%."", ""evidence"": ""Disbursed \u20b9894,111 against Sanction \u20b9424,768""}]"
KA/456/2023-2024/50150,KA/456/2023-2024/50150 - Construction of Health facility,Electricity,Karnataka,District_A,Constituency_28,MP_Name_28,Rajya Sabha,,2023-03-25,526891,Sanctioned,1248344.0,4,National Infra Corp,0,,2024/50150 - Construction of Health facility,,,,236.93,2.3693,5.7217216045658965,6.09633462612379,1031183.0,1080220.3195876288,1676158.2000000002,,,62.2,97,11.3,0.17925233578035787,-1,-0.013,True,LOW,36,144,Cumulative expenditure exceeds original sanctioned allocation by 136.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 136.9%."", ""evidence"": ""Disbursed \u20b91,248,344 against Sanction \u20b9526,891""}]"
UP/764/2022-2023/50171,UP/764/2022-2023/50171 - Construction of Education facility,Health,Uttar Pradesh,District_D,Constituency_32,MP_Name_32,Rajya Sabha,,2022-07-25,400241,Sanctioned,895400.0,4,XYZ Builders,0,,2023/50171 - Construction of Education facility,,,,223.72,2.2372,5.602322660040238,5.952017575075614,1129309.0,1128055.650793651,1787583.4,,,51.16,63,1.6,0.1317508891049737,-1,-0.0468,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 123.7%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 123.7%."", ""evidence"": ""Disbursed \u20b9895,400 against Sanction \u20b9400,241""}]"
GJ/746/2021-2022/50209,GJ/746/2021-2022/50209 - Construction of Electricity facility,Roads,Gujarat,District_B,Constituency_40,MP_Name_40,Rajya Sabha,,2023-01-01,422045,Sanctioned,988303.0,3,Global Infra Ltd,0,,2022/50209 - Construction of Electricity facility,,,,234.17,2.3417,5.625359788538506,5.994890553104881,1174136.5,1153484.2125,1739495.5,,,62.665,80,2.5,0.13336368392560943,-1,-0.0256,True,MEDIUM,45,96,Cumulative expenditure exceeds original sanctioned allocation by 134.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 134.2%."", ""evidence"": ""Disbursed \u20b9988,303 against Sanction \u20b9422,045""}]"
MH/705/2022-2023/50233,MH/705/2022-2023/50233 - Construction of Roads facility,Electricity,Maharashtra,District_E,Constituency_44,MP_Name_44,Rajya Sabha,,2024-07-26,403796,Sanctioned,481132.0,1,State PWD,0,,2023/50233 - Construction of Roads facility,,,,119.15,1.1915,5.606163088039305,5.682265145359016,996999.0,1081489.2647058824,1706890.8000000003,,,75.50999999999999,68,2.9,0.14767986019655963,-1,-0.009,True,LOW,19,182,Cumulative expenditure exceeds original sanctioned allocation by 19.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 19.2%."", ""evidence"": ""Disbursed \u20b9481,132 against Sanction \u20b9403,796""}]"
WB/175/2021-2022/50240,WB/175/2021-2022/50240 - Construction of Electricity facility,Health,West Bengal,District_D,Constituency_45,MP_Name_45,Rajya Sabha,,2023-03-06,459104,Sanctioned,1301503.0,4,Rural Works Dept,0,,2022/50240 - Construction of Electricity facility,,,,283.49,2.8349,5.661912022586506,6.11444550719382,1105582.0,1130127.4382022473,1756545.4,,,58.46,89,7.9,0.150836237407398,-1,-0.0478,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 183.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 183.5%."", ""evidence"": ""Disbursed \u20b91,301,503 against Sanction \u20b9459,104""}]"
GJ/707/2023-2024/50251,GJ/707/2023-2024/50251 - Construction of Sanitation facility,Electricity,Gujarat,District_C,Constituency_46,MP_Name_46,Rajya Sabha,,2024-08-29,516923,Sanctioned,1642214.0,4,XYZ Builders,0,,2024/50251 - Construction of Sanitation facility,,,,317.69,3.1769,5.7134266962721565,6.215430014659848,1059590.0,1078135.5154639175,1626696.0000000002,,,58.03,97,6.2,0.17255970536988452,-1,-0.0798,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 217.7%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 217.7%."", ""evidence"": ""Disbursed \u20b91,642,214 against Sanction \u20b9516,923""}]"
MH/535/2023-2024/50253,MH/535/2023-2024/50253 - Construction of Health facility,Sanitation,Maharashtra,District_B,Constituency_47,MP_Name_47,Rajya Sabha,,2022-12-08,411389,Sanctioned,922792.0,3,XYZ Builders,0,,2024/50253 - Construction of Health facility,,,,224.31,2.2431,5.614253730728656,5.965104291448423,1174537.0,1165812.3373493976,1723554.8,,,54.95,83,3.6,0.13041621670802925,-1,-0.0465,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 124.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 124.3%."", ""evidence"": ""Disbursed \u20b9922,792 against Sanction \u20b9411,389""}]"
UP/728/2021-2022/50274,UP/728/2021-2022/50274 - Construction of Roads facility,Sanitation,Uttar Pradesh,District_D,Constituency_51,MP_Name_51,Rajya Sabha,,2022-11-09,437547,Sanctioned,367062.0,2,Shree Constructions,0,,2022/50274 - Construction of Roads facility,,,,83.89,0.8389,5.641025703053545,5.564740609767739,1246477.0,1155937.3684210526,1774689.2,,,55.57,57,1.8,0.13066400727986024,-1,-0.0136,True,MEDIUM,29,171,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0136""}]"
UP/877/2022-2023/50289,UP/877/2022-2023/50289 - Construction of Health facility,Roads,Uttar Pradesh,District_D,Constituency_55,MP_Name_55,Rajya Sabha,,2022-07-22,496180,Sanctioned,65816.0,1,Shree Constructions,0,,2023/50289 - Construction of Health facility,,,,13.26,0.1326,5.695640130042718,4.818338082863573,1096583.0,1086257.2631578948,1739773.2,,,65.94,57,12.3,0.1621096495827162,-1,-0.0002,True,LOW,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0002""}]"
KA/365/2022-2023/50314,KA/365/2022-2023/50314 - Construction of Health facility,Electricity,Karnataka,District_C,Constituency_58,MP_Name_58,Rajya Sabha,,2022-02-04,1886180,Sanctioned,991484.0,3,Shree Constructions,0,,2023/50314 - Construction of Health facility,,,,52.57,0.5257,6.275583365776432,5.996286148227145,1031183.0,1080220.3195876288,1676158.2000000002,,,62.2,97,100.0,0.45165472597261486,-1,-0.015,True,MEDIUM,43,122,Sanction amount is higher than 100.0% of comparable Electricity projects in Karnataka.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 100.0% of comparable Electricity projects in Karnataka."", ""evidence"": ""Project: \u20b91,886,180 | Peer Group Median: \u20b91,031,183""}]"
UP/970/2023-2024/50330,UP/970/2023-2024/50330 - Construction of Education facility,Education,Uttar Pradesh,District_B,Constituency_62,MP_Name_62,Rajya Sabha,,2021-04-21,401516,Sanctioned,631544.0,2,BuildWell Pvt Ltd,0,,2024/50330 - Construction of Education facility,,,,157.29,1.5729,5.6037039377838,5.800404301139019,1268756.5,1190031.2741935484,1760134.5999999999,,,53.435,62,1.6,0.11940905057494455,-1,-0.0513,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 57.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 57.3%."", ""evidence"": ""Disbursed \u20b9631,544 against Sanction \u20b9401,516""}]"
UP/669/2023-2024/50334,UP/669/2023-2024/50334 - Construction of Drinking Water facility,Health,Uttar Pradesh,District_C,Constituency_62,MP_Name_62,Rajya Sabha,,2022-11-30,470875,Sanctioned,1279665.0,4,XYZ Builders,0,,2024/50334 - Construction of Drinking Water facility,,,,271.76,2.7176,5.672906555524084,6.107096631143721,1129309.0,1128055.650793651,1787583.4,,,51.16,63,4.8,0.15135713439636192,-1,-0.0466,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 171.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 171.8%."", ""evidence"": ""Disbursed \u20b91,279,665 against Sanction \u20b9470,875""}]"
MP/370/2021-2022/50335,MP/370/2021-2022/50335 - Construction of Education facility,Sanitation,Madhya Pradesh,District_B,Constituency_63,MP_Name_63,Rajya Sabha,,2021-06-05,408706,Sanctioned,835012.0,3,XYZ Builders,0,,2022/50335 - Construction of Education facility,,,,204.31,2.0431,5.611412076016803,5.921693236901945,1233223.5,1150935.16,1804096.6,,,59.8,50,2.0,0.12431271381560056,-1,-0.0451,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 104.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 104.3%."", ""evidence"": ""Disbursed \u20b9835,012 against Sanction \u20b9408,706""}]"
DL/881/2023-2024/50377,DL/881/2023-2024/50377 - Construction of Electricity facility,Electricity,Delhi,District_D,Constituency_69,MP_Name_69,Rajya Sabha,,2022-02-09,451921,Sanctioned,1007961.0,4,Rural Works Dept,0,,2024/50377 - Construction of Electricity facility,,,,223.04,2.2304,5.655063483721194,6.003444159588284,1190856.0,1162748.7333333334,1754960.0,,,70.5,75,1.3,0.13971936465315168,-1,-0.0027,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 123.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 123.0%."", ""evidence"": ""Disbursed \u20b91,007,961 against Sanction \u20b9451,921""}]"
DL/667/2022-2023/50391,DL/667/2022-2023/50391 - Construction of Electricity facility,Health,Delhi,District_E,Constituency_72,MP_Name_72,Rajya Sabha,,2024-05-26,429623,Sanctioned,274243.0,2,Global Infra Ltd,0,,2023/50391 - Construction of Electricity facility,,,,63.83,0.6383,5.633088534275366,5.4381371347138545,1200307.0,1168382.2328767122,1724748.5999999999,,,46.77,73,1.4,0.13287661447763544,-1,-0.0179,True,MEDIUM,29,171,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0179""}]"
MP/317/2022-2023/50440,MP/317/2022-2023/50440 - Construction of Drinking Water facility,Drinking Water,Madhya Pradesh,District_A,Constituency_80,MP_Name_80,Rajya Sabha,,2024-02-04,405576,Sanctioned,970144.0,4,XYZ Builders,0,,2023/50440 - Construction of Drinking Water facility,,,,239.2,2.392,5.608073318474425,5.986836649723588,1119393.0,1130351.2318840579,1716906.4,,,58.86,69,1.4,0.1342784285449846,-1,-0.0532,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 139.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 139.2%."", ""evidence"": ""Disbursed \u20b9970,144 against Sanction \u20b9405,576""}]"
KA/188/2021-2022/50452,KA/188/2021-2022/50452 - Construction of Drinking Water facility,Drinking Water,Karnataka,District_B,Constituency_82,MP_Name_82,Rajya Sabha,,2024-01-24,441040,Sanctioned,997988.0,3,Rural Works Dept,0,,2022/50452 - Construction of Drinking Water facility,,,,226.28,2.2628,5.644478964175524,5.999125754448064,1181779.0,1152016.7252747254,1750046.0,,,59.97,91,2.2,0.1377338154137706,-1,-0.0081,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 126.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 126.3%."", ""evidence"": ""Disbursed \u20b9997,988 against Sanction \u20b9441,040""}]"
WB/609/2022-2023/50524,WB/609/2022-2023/50524 - Construction of Roads facility,Education,West Bengal,District_D,Constituency_95,MP_Name_95,Rajya Sabha,,2023-06-02,403803,Sanctioned,1166300.0,3,XYZ Builders,0,,2023/50524 - Construction of Roads facility,,,,288.83,2.8883,5.6061706166614185,6.066810647995117,1158595.5,1144561.7972972973,1764686.7,,,49.379999999999995,74,1.4,0.12985997596931598,-1,-0.0995,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 188.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 188.8%."", ""evidence"": ""Disbursed \u20b91,166,300 against Sanction \u20b9403,803""}]"
